gene,stratum,perc_id_hp,block,layer,n_layers,representation,condition,gen_bp,n_samples,v_norm,q_loo,alpha_own,aa_id_to_target,nt_id_to_target,indel_bp,indel_events,n_stop_codons,premature_stop,temperature,top_k,n_voting_species,pct_diagnostic_correct,n_diagnostic_scorable,pct_private_bp_correct,n_private_bp_scorable
ENSG00000132780,0,54.5685,2832,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6312}","{""27"": 5.4914}","{""27"": 0.9752}",36.386,55.86800000000001,44.8,20.6,0.0,0.0,,,16.0,42.85714285714285,329.0,25.161290322580648,31.0
ENSG00000132780,0,54.5685,2832,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6312}","{""27"": 5.4914}","{""27"": 0.9752}",31.878,53.426,47.6,23.6,0.2,0.2,,,16.0,45.83586626139818,329.0,41.29032258064516,31.0
ENSG00000105982,1,66.2983,1399,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6366}","{""27"": 3.3074}","{""27"": 0.5868}",13.388,42.662,72.0,31.6,11.6,0.8,,,20.0,46.42599277978339,277.0,48.57142857142857,35.0
ENSG00000105982,1,66.2983,1399,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6366}","{""27"": 3.3074}","{""27"": 0.5868}",12.368,40.974,71.2,34.8,4.2,0.8,,,20.0,40.144404332129966,277.0,41.71428571428571,35.0
ENSG00000105982,1,66.2983,1399,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6366}","{""27"": 3.3074}","{""27"": 0.5868}",12.136,43.134,67.6,36.0,8.0,0.4,,,20.0,45.05415162454874,277.0,39.42857142857143,35.0
ENSG00000105982,1,66.2983,1399,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6366}","{""27"": 3.3074}","{""27"": 0.5868}",11.396,43.416,72.8,34.0,24.2,1.0,,,20.0,44.25992779783394,277.0,41.142857142857146,35.0
ENSG00000198948,2,73.8386,239,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6291}","{""27"": 6.2978}","{""27"": 1.1188}",9.964,40.904,62.4,30.2,13.0,1.0,,,20.0,40.77669902912621,206.0,40.0,38.0
ENSG00000198948,2,73.8386,239,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6291}","{""27"": 6.2978}","{""27"": 1.1188}",9.984,43.128,62.4,33.2,9.6,0.8,,,20.0,46.11650485436893,206.0,37.89473684210526,38.0
ENSG00000198948,2,73.8386,239,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6291}","{""27"": 6.2978}","{""27"": 1.1188}",10.714,39.484,68.0,33.2,23.6,1.0,,,20.0,36.01941747572816,206.0,34.73684210526316,38.0
ENSG00000198948,2,73.8386,239,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6291}","{""27"": 6.2978}","{""27"": 1.1188}",11.198,36.348,56.0,28.0,8.0,0.8,,,20.0,32.03883495145632,206.0,28.42105263157895,38.0
ENSG00000156467,3,87.3874,4190,blocks.27,1,cds_mean,add_a0.5,246,10,"{""27"": 5.6408}","{""27"": 1.6551}","{""27"": 0.2934}",10.102,42.207,13.4,6.9,1.3,0.6,,,11.0,41.19047619047619,42.0,42.0,5.0
ENSG00000156467,3,87.3874,4190,blocks.27,1,cds_mean,add_a2.0,246,10,"{""27"": 5.6408}","{""27"": 1.6551}","{""27"": 0.2934}",11.466,42.543,15.2,8.2,0.8,0.5,,,11.0,41.19047619047619,42.0,44.0,5.0
ENSG00000156467,3,87.3874,4190,blocks.27,1,cds_mean,random_a0.5,246,10,"{""27"": 5.6408}","{""27"": 1.6551}","{""27"": 0.2934}",11.055,42.197,14.0,7.3,4.3,0.9,,,11.0,39.76190476190476,42.0,30.0,5.0
ENSG00000156467,3,87.3874,4190,blocks.27,1,cds_mean,random_a2.0,246,10,"{""27"": 5.6408}","{""27"": 1.6551}","{""27"": 0.2934}",10.006,43.395,17.2,7.7,3.2,0.7,,,11.0,38.095238095238095,42.0,34.0,5.0
ENSG00000136297,4,89.0244,1564,blocks.27,1,cds_mean,add_a0.5,651,5,"{""27"": 5.6307}","{""27"": 5.6656}","{""27"": 1.0062}",71.49600000000001,72.31800000000001,7.6,4.4,1.0,0.2,,,11.0,25.378151260504204,119.0,15.0,24.0
ENSG00000136297,4,89.0244,1564,blocks.27,1,cds_mean,add_a2.0,651,5,"{""27"": 5.6307}","{""27"": 5.6656}","{""27"": 1.0062}",39.912,55.016000000000005,27.2,10.8,0.2,0.2,,,11.0,31.428571428571427,119.0,22.5,24.0
ENSG00000136297,4,89.0244,1564,blocks.27,1,cds_mean,random_a0.5,651,5,"{""27"": 5.6307}","{""27"": 5.6656}","{""27"": 1.0062}",45.658,58.616,23.2,12.0,1.4,0.6,,,11.0,27.56302521008404,119.0,21.666666666666664,24.0
ENSG00000136297,4,89.0244,1564,blocks.27,1,cds_mean,random_a2.0,651,5,"{""27"": 5.6307}","{""27"": 5.6656}","{""27"": 1.0062}",29.338,49.424,26.8,13.0,3.8,0.4,,,11.0,29.579831932773107,119.0,26.666666666666668,24.0
ENSG00000107771,0,61.127,1490,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6274}","{""27"": 6.9683}","{""27"": 1.2383}",17.35,45.738,74.8,33.4,0.0,0.0,,,21.0,41.88235294117648,255.0,44.73684210526316,76.0
ENSG00000107771,0,61.127,1490,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6274}","{""27"": 6.9683}","{""27"": 1.2383}",16.718,40.084,52.4,25.2,0.4,0.2,,,21.0,37.64705882352941,255.0,37.631578947368425,76.0
ENSG00000107771,0,61.127,1490,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6274}","{""27"": 6.9683}","{""27"": 1.2383}",17.384,46.396,66.4,32.2,0.0,0.0,,,21.0,40.62745098039216,255.0,42.10526315789474,76.0
ENSG00000107771,0,61.127,1490,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6274}","{""27"": 6.9683}","{""27"": 1.2383}",17.55,46.07,76.0,32.2,1.6,0.2,,,21.0,40.47058823529412,255.0,42.10526315789474,76.0
ENSG00000101447,1,65.2991,1108,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6297}","{""27"": 6.0837}","{""27"": 1.0807}",13.662,43.372,65.6,31.4,2.2,1.0,,,18.0,44.32432432432432,259.0,42.028985507246375,69.0
ENSG00000101447,1,65.2991,1108,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6297}","{""27"": 6.0837}","{""27"": 1.0807}",11.972,41.344,52.0,24.0,0.0,0.0,,,18.0,40.23166023166023,259.0,37.10144927536232,69.0
ENSG00000101447,1,65.2991,1108,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6297}","{""27"": 6.0837}","{""27"": 1.0807}",14.342,42.878,66.0,29.4,1.2,0.6,,,18.0,42.54826254826255,259.0,36.231884057971016,69.0
ENSG00000101447,1,65.2991,1108,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6297}","{""27"": 6.0837}","{""27"": 1.0807}",12.038,43.47,72.0,32.0,1.8,0.4,,,18.0,44.55598455598455,259.0,42.028985507246375,69.0
ENSG00000054148,2,74.4,322,blocks.27,1,cds_mean,add_a0.5,285,7,"{""27"": 5.6362}","{""27"": 3.4764}","{""27"": 0.6168}",10.751428571428573,46.15,22.857142857142858,10.0,0.0,0.0,,,15.0,50.37593984962406,57.0,46.15384615384615,13.0
ENSG00000054148,2,74.4,322,blocks.27,1,cds_mean,add_a2.0,285,7,"{""27"": 5.6362}","{""27"": 3.4764}","{""27"": 0.6168}",7.955714285714285,45.06,17.428571428571427,8.142857142857142,0.2857142857142857,0.1428571428571428,,,15.0,53.38345864661654,57.0,48.35164835164835,13.0
ENSG00000054148,2,74.4,322,blocks.27,1,cds_mean,random_a0.5,285,7,"{""27"": 5.6362}","{""27"": 3.4764}","{""27"": 0.6168}",11.857142857142858,45.06142857142857,17.428571428571427,9.428571428571429,0.4285714285714285,0.2857142857142857,,,15.0,45.86466165413534,57.0,39.56043956043956,13.0
ENSG00000054148,2,74.4,322,blocks.27,1,cds_mean,random_a2.0,285,7,"{""27"": 5.6362}","{""27"": 3.4764}","{""27"": 0.6168}",10.187142857142858,45.65285714285714,19.428571428571427,9.571428571428571,0.1428571428571428,0.1428571428571428,,,15.0,48.62155388471178,57.0,39.56043956043956,13.0
ENSG00000137478,3,83.2432,6401,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6234}","{""27"": 8.5929}","{""27"": 1.5281}",55.814,64.90599999999999,26.0,15.2,0.0,0.0,,,18.0,37.27272727272727,198.0,33.114754098360656,122.0
ENSG00000137478,3,83.2432,6401,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6234}","{""27"": 8.5929}","{""27"": 1.5281}",18.378,45.304,54.8,29.2,6.6,0.6,,,18.0,47.57575757575758,198.0,48.68852459016394,122.0
ENSG00000137478,3,83.2432,6401,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6234}","{""27"": 8.5929}","{""27"": 1.5281}",35.684,52.61,44.4,20.0,15.2,0.6,,,18.0,31.71717171717172,198.0,30.327868852459016,122.0
ENSG00000137478,3,83.2432,6401,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6234}","{""27"": 8.5929}","{""27"": 1.5281}",42.874,57.28,46.8,22.6,4.4,0.4,,,18.0,32.525252525252526,198.0,31.47540983606558,122.0
ENSG00000141030,4,96.6903,3430,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6283}","{""27"": 6.629}","{""27"": 1.1778}",66.0,70.09200000000001,30.0,12.4,0.6,0.4,,,20.0,41.81818181818181,110.0,30.714285714285715,28.0
ENSG00000141030,4,96.6903,3430,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6283}","{""27"": 6.629}","{""27"": 1.1778}",48.50600000000001,54.89200000000001,28.8,16.0,0.2,0.2,,,20.0,37.81818181818182,110.0,18.571428571428573,28.0
ENSG00000141030,4,96.6903,3430,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6283}","{""27"": 6.629}","{""27"": 1.1778}",46.834,60.27,28.4,14.2,4.2,0.4,,,20.0,33.63636363636364,110.0,24.285714285714285,28.0
ENSG00000141030,4,96.6903,3430,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6283}","{""27"": 6.629}","{""27"": 1.1778}",48.77,61.286,33.6,17.2,3.6,0.4,,,20.0,37.63636363636364,110.0,25.0,28.0
ENSG00000120915,0,58.7387,2238,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6303}","{""27"": 5.8388}","{""27"": 1.037}",17.368000000000002,45.126,61.2,31.8,1.0,0.8,,,21.0,47.607361963190186,326.0,55.38461538461538,91.0
ENSG00000120915,0,58.7387,2238,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6303}","{""27"": 5.8388}","{""27"": 1.037}",17.990000000000002,43.364,58.0,25.8,0.8,0.6,,,21.0,45.58282208588957,326.0,46.59340659340659,91.0
ENSG00000120915,0,58.7387,2238,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6303}","{""27"": 5.8388}","{""27"": 1.037}",16.874000000000002,45.364,71.2,33.0,0.8,0.8,,,21.0,47.361963190184056,326.0,52.74725274725275,91.0
ENSG00000120915,0,58.7387,2238,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6303}","{""27"": 5.8388}","{""27"": 1.037}",19.204,45.758,70.4,32.0,1.6,0.8,,,21.0,46.19631901840491,326.0,48.35164835164836,91.0
ENSG00000130731,1,72.0588,2703,blocks.27,1,cds_mean,add_a0.5,525,5,"{""27"": 5.6342}","{""27"": 4.2845}","{""27"": 0.7605}",12.426,45.978,39.6,18.6,0.8,0.8,,,20.0,50.44776119402985,134.0,33.333333333333336,9.0
ENSG00000130731,1,72.0588,2703,blocks.27,1,cds_mean,add_a2.0,525,5,"{""27"": 5.6342}","{""27"": 4.2845}","{""27"": 0.7605}",14.256,47.014,38.8,18.6,0.2,0.2,,,20.0,50.59701492537313,134.0,35.55555555555556,9.0
ENSG00000130731,1,72.0588,2703,blocks.27,1,cds_mean,random_a0.5,525,5,"{""27"": 5.6342}","{""27"": 4.2845}","{""27"": 0.7605}",9.576,46.576,31.2,18.4,2.2,1.0,,,20.0,47.76119402985075,134.0,35.55555555555556,9.0
ENSG00000130731,1,72.0588,2703,blocks.27,1,cds_mean,random_a2.0,525,5,"{""27"": 5.6342}","{""27"": 4.2845}","{""27"": 0.7605}",14.23,45.61,30.4,15.0,0.8,0.4,,,20.0,46.11940298507463,134.0,22.22222222222222,9.0
ENSG00000119630,2,73.5294,2152,blocks.27,1,cds_mean,add_a0.5,558,6,"{""27"": 5.631}","{""27"": 5.548}","{""27"": 0.9853}",12.523333333333332,43.330000000000005,34.666666666666664,15.333333333333334,1.0,0.8333333333333334,,,19.0,42.42424242424243,77.0,25.0,2.0
ENSG00000119630,2,73.5294,2152,blocks.27,1,cds_mean,add_a2.0,558,6,"{""27"": 5.631}","{""27"": 5.548}","{""27"": 0.9853}",14.071666666666667,46.156666666666666,37.66666666666666,17.333333333333332,0.8333333333333334,0.5,,,19.0,48.26839826839827,77.0,25.0,2.0
ENSG00000119630,2,73.5294,2152,blocks.27,1,cds_mean,random_a0.5,558,6,"{""27"": 5.631}","{""27"": 5.548}","{""27"": 0.9853}",14.673333333333334,43.830000000000005,32.333333333333336,16.5,3.1666666666666665,0.8333333333333334,,,19.0,40.69264069264069,77.0,16.666666666666668,2.0
ENSG00000119630,2,73.5294,2152,blocks.27,1,cds_mean,random_a2.0,558,6,"{""27"": 5.631}","{""27"": 5.548}","{""27"": 0.9853}",12.143333333333333,44.23666666666667,40.333333333333336,18.33333333333333,0.8333333333333334,0.1666666666666666,,,19.0,41.55844155844156,77.0,25.0,2.0
ENSG00000179562,3,84.2581,5786,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6272}","{""27"": 7.0575}","{""27"": 1.2542}",32.854,56.646,61.6,27.4,0.0,0.0,,,22.0,51.55339805825243,206.0,42.64150943396226,53.0
ENSG00000179562,3,84.2581,5786,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6272}","{""27"": 7.0575}","{""27"": 1.2542}",28.156,53.592,61.6,27.2,0.0,0.0,,,22.0,53.10679611650486,206.0,48.301886792452834,53.0
ENSG00000179562,3,84.2581,5786,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6272}","{""27"": 7.0575}","{""27"": 1.2542}",54.302,65.994,48.8,17.8,0.0,0.0,,,22.0,34.56310679611651,206.0,26.79245283018868,53.0
ENSG00000179562,3,84.2581,5786,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6272}","{""27"": 7.0575}","{""27"": 1.2542}",57.15,67.054,34.0,14.2,0.4,0.2,,,22.0,26.990291262135923,206.0,16.22641509433962,53.0
ENSG00000124641,4,91.5094,2405,blocks.27,1,cds_mean,add_a0.5,549,5,"{""27"": 5.6285}","{""27"": 6.5547}","{""27"": 1.1646}",50.814,63.658,21.6,9.6,1.8,0.4,,,16.0,31.724137931034484,87.0,17.241379310344826,29.0
ENSG00000124641,4,91.5094,2405,blocks.27,1,cds_mean,add_a2.0,549,5,"{""27"": 5.6285}","{""27"": 6.5547}","{""27"": 1.1646}",24.512,50.97,27.2,14.0,0.0,0.0,,,16.0,48.27586206896551,87.0,39.310344827586206,29.0
ENSG00000124641,4,91.5094,2405,blocks.27,1,cds_mean,random_a0.5,549,5,"{""27"": 5.6285}","{""27"": 6.5547}","{""27"": 1.1646}",62.20399999999999,68.928,12.0,6.8,2.8,0.4,,,16.0,23.448275862068968,87.0,13.103448275862068,29.0
ENSG00000124641,4,91.5094,2405,blocks.27,1,cds_mean,random_a2.0,549,5,"{""27"": 5.6285}","{""27"": 6.5547}","{""27"": 1.1646}",33.612,52.148,18.8,11.2,1.4,0.6,,,16.0,28.735632183908045,87.0,22.75862068965517,29.0
ENSG00000056972,0,61.7699,343,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6282}","{""27"": 6.6508}","{""27"": 1.1817}",10.874,40.868,62.8,30.6,3.0,0.4,,,20.0,42.833333333333336,360.0,42.62626262626262,99.0
ENSG00000056972,0,61.7699,343,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6282}","{""27"": 6.6508}","{""27"": 1.1817}",15.982,45.762,64.4,33.6,0.0,0.0,,,20.0,45.66666666666667,360.0,47.87878787878788,99.0
ENSG00000056972,0,61.7699,343,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6282}","{""27"": 6.6508}","{""27"": 1.1817}",11.346,40.46,65.2,31.4,13.6,0.8,,,20.0,39.777777777777786,360.0,41.81818181818182,99.0
ENSG00000056972,0,61.7699,343,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6282}","{""27"": 6.6508}","{""27"": 1.1817}",10.154,40.0,70.0,30.6,6.6,0.6,,,20.0,40.388888888888886,360.0,40.0,99.0
ENSG00000074047,1,70.2996,1433,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6319}","{""27"": 5.1717}","{""27"": 0.9183}",13.174,43.948,69.2,35.8,1.2,0.8,,,18.0,39.494949494949495,198.0,43.0,40.0
ENSG00000074047,1,70.2996,1433,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6319}","{""27"": 5.1717}","{""27"": 0.9183}",14.882,43.08,55.6,30.2,1.6,0.6,,,18.0,37.474747474747474,198.0,33.0,40.0
ENSG00000074047,1,70.2996,1433,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6319}","{""27"": 5.1717}","{""27"": 0.9183}",12.756,43.246,60.4,31.8,0.8,0.4,,,18.0,39.898989898989896,198.0,42.0,40.0
ENSG00000074047,1,70.2996,1433,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6319}","{""27"": 5.1717}","{""27"": 0.9183}",13.734,43.59,69.2,33.8,2.2,0.8,,,18.0,40.60606060606061,198.0,38.5,40.0
ENSG00000183495,2,74.4156,5972,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6367}","{""27"": 3.2883}","{""27"": 0.5834}",15.502,43.246,62.4,30.8,1.6,0.4,,,19.0,35.71428571428571,266.0,34.17721518987342,79.0
ENSG00000183495,2,74.4156,5972,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6367}","{""27"": 3.2883}","{""27"": 0.5834}",14.296,43.524,63.6,31.8,1.0,0.2,,,19.0,34.73684210526316,266.0,33.92405063291139,79.0
ENSG00000183495,2,74.4156,5972,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6367}","{""27"": 3.2883}","{""27"": 0.5834}",14.892,45.042,73.2,37.6,2.6,0.8,,,19.0,40.526315789473685,266.0,40.75949367088607,79.0
ENSG00000183495,2,74.4156,5972,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6367}","{""27"": 3.2883}","{""27"": 0.5834}",15.764,43.316,59.2,30.8,1.6,0.4,,,19.0,38.19548872180451,266.0,37.9746835443038,79.0
ENSG00000172500,3,83.4734,5400,blocks.27,1,cds_mean,add_a0.5,918,5,"{""27"": 5.632}","{""27"": 5.1318}","{""27"": 0.9112}",14.0,44.470000000000006,49.6,19.8,0.2,0.2,,,20.0,44.900662251655625,151.0,40.0,35.0
ENSG00000172500,3,83.4734,5400,blocks.27,1,cds_mean,add_a2.0,918,5,"{""27"": 5.632}","{""27"": 5.1318}","{""27"": 0.9112}",16.82,47.448,59.2,27.0,0.6,0.2,,,20.0,48.34437086092716,151.0,44.0,35.0
ENSG00000172500,3,83.4734,5400,blocks.27,1,cds_mean,random_a0.5,918,5,"{""27"": 5.632}","{""27"": 5.1318}","{""27"": 0.9112}",29.162,54.062,44.4,21.4,0.0,0.0,,,20.0,41.45695364238411,151.0,38.85714285714285,35.0
ENSG00000172500,3,83.4734,5400,blocks.27,1,cds_mean,random_a2.0,918,5,"{""27"": 5.632}","{""27"": 5.1318}","{""27"": 0.9112}",14.088,45.668,56.8,22.6,1.2,0.4,,,20.0,44.105960264900666,151.0,46.28571428571429,35.0
ENSG00000087502,4,90.9814,775,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6371}","{""27"": 3.1193}","{""27"": 0.5534}",12.162,43.674,77.6,32.4,9.8,0.6,,,21.0,44.41558441558442,154.0,44.48275862068967,58.0
ENSG00000087502,4,90.9814,775,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6371}","{""27"": 3.1193}","{""27"": 0.5534}",11.374,39.97,61.2,31.0,2.2,0.4,,,21.0,46.23376623376623,154.0,48.27586206896552,58.0
ENSG00000087502,4,90.9814,775,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6371}","{""27"": 3.1193}","{""27"": 0.5534}",13.454,43.196000000000005,60.4,30.6,14.0,1.0,,,21.0,36.62337662337662,154.0,36.55172413793103,58.0
ENSG00000087502,4,90.9814,775,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6371}","{""27"": 3.1193}","{""27"": 0.5534}",10.49,40.932,55.6,28.6,17.4,0.8,,,21.0,32.85714285714286,154.0,34.48275862068965,58.0
ENSG00000148384,0,62.2671,3827,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6362}","{""27"": 3.4672}","{""27"": 0.6152}",12.192,42.038,60.4,31.6,0.2,0.2,,,19.0,35.775401069518715,374.0,32.34042553191489,47.0
ENSG00000148384,0,62.2671,3827,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6362}","{""27"": 3.4672}","{""27"": 0.6152}",13.202000000000002,39.15,40.0,22.0,0.0,0.0,,,19.0,30.802139037433157,374.0,31.91489361702128,47.0
ENSG00000148384,0,62.2671,3827,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6362}","{""27"": 3.4672}","{""27"": 0.6152}",12.628,41.566,56.8,29.8,1.2,0.6,,,19.0,34.54545454545455,374.0,31.91489361702128,47.0
ENSG00000148384,0,62.2671,3827,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6362}","{""27"": 3.4672}","{""27"": 0.6152}",11.676,38.858,44.0,22.8,3.4,0.4,,,19.0,31.176470588235293,374.0,34.04255319148936,47.0
ENSG00000198363,1,68.7335,6427,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6375}","{""27"": 2.9737}","{""27"": 0.5275}",13.813999999999998,44.806,67.2,33.6,18.4,1.0,,,19.0,43.19201995012469,401.0,45.45454545454545,11.0
ENSG00000198363,1,68.7335,6427,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6375}","{""27"": 2.9737}","{""27"": 0.5275}",20.544,39.564,49.6,21.2,1.0,0.6,,,19.0,36.25935162094763,401.0,36.36363636363637,11.0
ENSG00000198363,1,68.7335,6427,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6375}","{""27"": 2.9737}","{""27"": 0.5275}",15.858,45.644,74.4,32.4,15.2,1.0,,,19.0,42.49376558603491,401.0,50.909090909090914,11.0
ENSG00000198363,1,68.7335,6427,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6375}","{""27"": 2.9737}","{""27"": 0.5275}",16.78,45.71,66.8,30.4,16.8,0.8,,,19.0,45.785536159600994,401.0,54.54545454545455,11.0
ENSG00000163728,2,76.7533,4618,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6327}","{""27"": 4.8889}","{""27"": 0.868}",11.034,39.364,62.0,30.6,5.4,0.8,,,21.0,42.82352941176471,170.0,41.48148148148148,54.0
ENSG00000163728,2,76.7533,4618,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6327}","{""27"": 4.8889}","{""27"": 0.868}",10.822,36.854,60.4,26.8,0.8,0.4,,,21.0,43.76470588235294,170.0,46.66666666666667,54.0
ENSG00000163728,2,76.7533,4618,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6327}","{""27"": 4.8889}","{""27"": 0.868}",10.526,41.116,74.0,35.4,7.0,0.8,,,21.0,44.94117647058823,170.0,45.18518518518518,54.0
ENSG00000163728,2,76.7533,4618,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6327}","{""27"": 4.8889}","{""27"": 0.868}",10.44,41.89,80.8,36.6,11.4,1.0,,,21.0,42.117647058823536,170.0,41.11111111111112,54.0
ENSG00000040199,3,85.941,252,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6301}","{""27"": 5.9217}","{""27"": 1.0518}",15.272,44.998000000000005,72.8,33.8,2.0,0.2,,,20.0,40.92485549132948,173.0,41.090909090909086,55.0
ENSG00000040199,3,85.941,252,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6301}","{""27"": 5.9217}","{""27"": 1.0518}",14.695999999999998,42.446000000000005,73.2,34.2,3.0,0.4,,,20.0,48.09248554913295,173.0,45.09090909090909,55.0
ENSG00000040199,3,85.941,252,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6301}","{""27"": 5.9217}","{""27"": 1.0518}",18.136000000000003,44.85,64.0,32.2,3.4,0.2,,,20.0,42.19653179190751,173.0,43.63636363636364,55.0
ENSG00000040199,3,85.941,252,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6301}","{""27"": 5.9217}","{""27"": 1.0518}",14.72,41.720000000000006,54.8,27.4,0.0,0.0,,,20.0,39.421965317919074,173.0,33.090909090909086,55.0
ENSG00000090686,4,92.1739,829,blocks.27,1,cds_mean,add_a0.5,1000,5,"{""27"": 5.6305}","{""27"": 5.7599}","{""27"": 1.023}",12.43,40.088,62.0,30.6,0.4,0.4,,,21.0,47.71428571428571,140.0,36.57142857142857,35.0
ENSG00000090686,4,92.1739,829,blocks.27,1,cds_mean,add_a2.0,1000,5,"{""27"": 5.6305}","{""27"": 5.7599}","{""27"": 1.023}",9.176,36.614,50.0,25.6,0.8,0.6,,,21.0,42.85714285714285,140.0,40.57142857142858,35.0
ENSG00000090686,4,92.1739,829,blocks.27,1,cds_mean,random_a0.5,1000,5,"{""27"": 5.6305}","{""27"": 5.7599}","{""27"": 1.023}",10.558,39.098,52.0,28.6,1.0,0.6,,,21.0,48.285714285714285,140.0,40.57142857142857,35.0
ENSG00000090686,4,92.1739,829,blocks.27,1,cds_mean,random_a2.0,1000,5,"{""27"": 5.6305}","{""27"": 5.7599}","{""27"": 1.023}",17.131999999999998,41.928,50.0,26.6,2.0,0.4,,,21.0,44.42857142857143,140.0,36.57142857142857,35.0
ENSG00000136933,0,62.6344,3135,blocks.27,1,cds_mean,add_a0.5,969,5,"{""27"": 5.6304}","{""27"": 5.7683}","{""27"": 1.0245}",36.992,54.028,36.8,17.8,3.2,0.6,,,21.0,31.666666666666668,276.0,24.11764705882353,68.0
ENSG00000136933,0,62.6344,3135,blocks.27,1,cds_mean,add_a2.0,969,5,"{""27"": 5.6304}","{""27"": 5.7683}","{""27"": 1.0245}",18.744,43.362,55.6,26.4,2.8,0.8,,,21.0,40.0,276.0,37.94117647058824,68.0
ENSG00000136933,0,62.6344,3135,blocks.27,1,cds_mean,random_a0.5,969,5,"{""27"": 5.6304}","{""27"": 5.7683}","{""27"": 1.0245}",9.908,40.72,64.0,31.2,14.8,0.8,,,21.0,40.65217391304348,276.0,41.17647058823529,68.0
