family,gene,n_species,human_len_bp,n_diag_platypus,n_diag_opossum,n_auto_platypus,n_auto_opossum,n_diag_deep_sum,aa_frac_platypus,indel_frac_platypus,indel_frac_deep_max,n_diag_divergent_mean,nearest_primate,n_diag_nearest_primate,grad_ratio,has_platypus,has_opossum,has_elephant,has_armadillo,ndiag_chimp,ndiag_mouse,ndiag_cow,ndiag_armadillo,ndiag_elephant,ndiag_opossum,ndiag_platypus,ladder,composite,rank,selected
hox,HOXD3,23,1299,274,241,213,81,515,0.6204379562043796,0.09468822170900693,0.09468822170900693,115.88235294117646,chimp,5,0.01824817518248175,True,True,True,False,5.0,118.0,99.0,,105.0,241,274,chimp(8):5;gorilla(11):8;orangutan(21):14;macaque(42):28;marmoset(64):33;guineapig(156):75;rat(156):118;mouse(156):118;rabbit(156):101;cow(169):99;sheep(169):105;pig(169):96;goat(169):104;bat(169):94;dog(169):93;ferret(169):88;panda(169):84;cat(169):97;horse(169):78;elephant(183):105;opossum(319):241;platypus(378):274,0.2709826519309945,103,False
glutaredoxin,GLRX5,20,474,100,96,29,38,196,0.52,0.006329113924050667,0.025316455696202556,57.57142857142857,chimp,1,0.01,True,True,False,True,1.0,47.0,36.0,34.0,,96,100,chimp(8):1;gorilla(11):2;orangutan(21):10;macaque(42):9;marmoset(64):14;guineapig(156):44;rat(156):46;mouse(156):47;rabbit(156):42;cow(169):36;sheep(169):111;pig(169):32;goat(169):36;dog(169):37;panda(169):35;cat(169):110;armadillo(180):34;opossum(319):96;platypus(378):100,0.227274360129947,104,False
ras_gtpases,DIRAS2,23,600,113,89,46,25,202,0.5132743362831859,0.010000000000000009,0.010000000000000009,58.76470588235294,chimp,5,0.04424778761061947,True,True,True,False,5.0,52.0,57.0,,49.0,89,113,chimp(8):5;gorilla(11):4;orangutan(21):4;macaque(42):9;marmoset(64):25;guineapig(156):58;rat(156):55;mouse(156):52;rabbit(156):55;cow(169):57;sheep(169):56;pig(169):46;goat(169):58;bat(169):49;dog(169):52;ferret(169):50;panda(169):53;cat(169):57;horse(169):50;elephant(183):49;opossum(319):89;platypus(378):113,0.20322699036717246,105,False
rab_gtpase,RAB2B,17,651,115,77,44,19,192,0.391304347826087,0.009216589861751112,0.009216589861751112,52.69230769230769,orangutan,3,0.02608695652173913,True,True,False,True,,57.0,36.0,51.0,,77,115,orangutan(21):3;macaque(42):26;marmoset(64):6;guineapig(156):51;rat(156):55;mouse(156):57;cow(169):36;sheep(169):31;pig(169):70;bat(169):28;panda(169):46;cat(169):40;horse(169):28;armadillo(180):51;opossum(319):77;platypus(378):115,0.191043160770535,106,False
rab_gtpase,RAB14,21,648,60,40,16,4,100,0.0,0.00462962962962965,0.00462962962962965,38.06666666666667,chimp,1,0.016666666666666666,True,True,True,False,1.0,36.0,57.0,,25.0,40,60,chimp(8):1;gorilla(11):3;orangutan(21):99;macaque(42):4;marmoset(64):10;guineapig(156):32;rat(156):33;mouse(156):36;rabbit(156):25;cow(169):57;sheep(169):69;pig(169):25;goat(169):74;bat(169):24;ferret(169):20;panda(169):27;horse(169):24;elephant(183):25;opossum(319):40;platypus(378):60,0.1801587976249676,107,False
ras_gtpases,RAP2B,21,552,57,48,25,15,105,0.2631578947368421,0.005434782608695676,0.005434782608695676,28.6875,chimp,1,0.017543859649122806,True,True,False,True,1.0,36.0,34.0,17.0,,48,57,chimp(8):1;gorilla(11):4;orangutan(21):3;macaque(42):7;guineapig(156):27;rat(156):39;mouse(156):36;rabbit(156):15;cow(169):34;sheep(169):32;pig(169):27;goat(169):33;dog(169):21;ferret(169):21;panda(169):21;cat(169):17;horse(169):14;armadillo(180):17;opossum(319):48;platypus(378):57,0.17643983373139396,108,False
arf_gtpase,ARFRP1,20,606,106,130,17,19,236,0.3018867924528302,0.004950495049504955,0.004950495049504955,73.73333333333333,gorilla,6,0.05660377358490566,True,True,True,False,,69.0,61.0,,64.0,130,106,gorilla(11):6;orangutan(21):6;macaque(42):52;marmoset(64):35;guineapig(156):68;rat(156):121;mouse(156):69;cow(169):61;sheep(169):55;pig(169):61;goat(169):54;bat(169):62;dog(169):59;ferret(169):82;panda(169):59;cat(169):55;elephant(183):64;opossum(319):130;platypus(378):106,0.17104288690027708,109,False
rab_gtpase,RAB23,19,714,99,83,29,13,182,0.2222222222222222,0.004201680672268893,0.004201680672268893,74.21428571428571,chimp,4,0.04040404040404041,True,True,True,False,4.0,93.0,74.0,,39.0,83,99,chimp(8):4;orangutan(21):4;macaque(42):15;marmoset(64):17;guineapig(156):81;rat(156):89;mouse(156):93;cow(169):74;sheep(169):74;pig(169):77;goat(169):72;bat(169):53;dog(169):44;cat(169):105;horse(169):56;elephant(183):39;opossum(319):83;platypus(378):99,0.149246492798427,110,False
rab_gtpase,RAB17,21,639,200,202,53,39,402,0.7,0.014084507042253502,0.014084507042253502,142.5625,chimp,7,0.035,True,True,False,False,7.0,141.0,183.0,,,202,200,chimp(8):7;gorilla(11):15;orangutan(21):20;marmoset(64):58;guineapig(156):134;rat(156):119;mouse(156):141;rabbit(156):152;cow(169):183;sheep(169):121;pig(169):150;goat(169):118;bat(169):97;dog(169):130;ferret(169):114;panda(169):113;cat(169):167;horse(169):140;opossum(319):202;platypus(378):200,0.11478762894562866,111,False
rab_gtpase,RAB26,17,771,177,161,70,51,338,0.5819209039548022,0.0077821011673151474,0.0077821011673151474,108.75,gorilla,3,0.01694915254237288,True,True,False,False,,120.0,99.0,,,161,177,gorilla(11):3;orangutan(21):18;macaque(42):48;marmoset(64):49;guineapig(156):103;rat(156):109;mouse(156):120;cow(169):99;sheep(169):102;pig(169):89;goat(169):100;dog(169):71;cat(169):111;horse(169):63;opossum(319):161;platypus(378):177,0.0715815365968942,112,False
hox,HOXB4,19,756,133,121,71,49,254,0.5639097744360902,0.051587301587301626,0.051587301587301626,42.42857142857143,chimp,1,0.007518796992481203,True,True,False,True,1.0,44.0,28.0,34.0,,121,133,chimp(8):1;orangutan(21):8;macaque(42):8;marmoset(64):27;rat(156):50;mouse(156):44;cow(169):28;sheep(169):26;pig(169):27;goat(169):27;dog(169):25;ferret(169):18;panda(169):19;cat(169):22;horse(169):20;armadillo(180):34;opossum(319):121;platypus(378):133,0.0664354675138982,113,False
peroxiredoxin,PRDX4,16,816,300,160,162,62,460,0.71,0.044117647058823484,0.044117647058823484,119.81818181818181,chimp,2,0.006666666666666667,True,True,False,False,2.0,109.0,104.0,,,160,300,chimp(8):2;orangutan(21):5;macaque(42):54;marmoset(64):186;rat(156):102;mouse(156):109;rabbit(156):81;cow(169):104;pig(169):99;goat(169):78;dog(169):88;panda(169):92;cat(169):105;opossum(319):160;platypus(378):300,0.03363109963155575,114,False
ras_gtpases,RAP2C,21,552,54,59,15,22,113,0.16666666666666666,0.005434782608695676,0.005434782608695676,22.41176470588235,orangutan,2,0.037037037037037035,True,True,True,False,,28.0,13.0,,13.0,59,54,orangutan(21):2;macaque(42):4;marmoset(64):56;guineapig(156):13;rat(156):25;mouse(156):28;rabbit(156):12;cow(169):13;sheep(169):14;pig(169):11;goat(169):14;bat(169):11;dog(169):14;ferret(169):9;panda(169):13;cat(169):69;horse(169):9;elephant(183):13;opossum(319):59;platypus(378):54,0.026655005279720173,115,False
adrenoceptor,ADRB2,21,1242,304,256,122,90,560,0.631578947368421,0.033816425120772986,0.07729468599033817,161.26666666666668,chimp,45,0.14802631578947367,True,True,True,True,45.0,175.0,122.0,125.0,152.0,256,304,chimp(8):45;gorilla(11):5;orangutan(21):17;macaque(42):25;marmoset(64):78;guineapig(156):145;rat(156):158;mouse(156):175;cow(169):122;sheep(169):123;pig(169):156;bat(169):134;dog(169):157;panda(169):146;cat(169):126;horse(169):140;armadillo(180):125;elephant(183):152;opossum(319):256;platypus(378):304,0.025507471079404653,116,False
hox,HOXA3,19,1332,254,289,41,87,543,0.468503937007874,0.04729729729729726,0.04729729729729726,156.57142857142858,gorilla,10,0.03937007874015748,True,True,False,False,,148.0,148.0,,,289,254,gorilla(11):10;orangutan(21):16;macaque(42):38;marmoset(64):60;guineapig(156):158;rat(156):153;mouse(156):148;cow(169):148;sheep(169):145;pig(169):128;goat(169):154;bat(169):131;dog(169):113;panda(169):153;cat(169):109;horse(169):109;opossum(319):289;platypus(378):254,0.011616985070332597,117,False
ras_gtpases,HRAS,16,570,121,69,31,9,190,0.5702479338842975,0.0052631578947368585,0.0052631578947368585,71.0909090909091,chimp,6,0.049586776859504134,True,True,False,True,6.0,70.0,74.0,75.0,,69,121,chimp(8):6;orangutan(21):15;macaque(42):27;marmoset(64):35;guineapig(156):68;mouse(156):70;cow(169):74;sheep(169):60;pig(169):75;goat(169):62;dog(169):70;horse(169):38;armadillo(180):75;opossum(319):69;platypus(378):121,0.00042136668842190916,118,False
hox,HOXA7,19,693,127,137,23,32,264,0.41732283464566927,0.030303030303030276,0.030303030303030276,61.214285714285715,gorilla,6,0.047244094488188976,True,True,False,True,,69.0,56.0,39.0,,137,127,gorilla(11):6;orangutan(21):11;macaque(42):18;marmoset(64):27;rat(156):69;mouse(156):69;rabbit(156):47;cow(169):56;sheep(169):54;pig(169):49;goat(169):55;dog(169):38;panda(169):41;cat(169):35;horse(169):41;armadillo(180):39;opossum(319):137;platypus(378):127,-0.0002760687542426865,119,False
matrix_metalloproteinase,MMP13,21,1416,337,292,110,84,629,0.6172106824925816,0.006355932203389814,0.006355932203389814,184.8,chimp,68,0.20178041543026706,True,True,True,False,68.0,208.0,146.0,,135.0,292,337,chimp(8):68;gorilla(11):74;orangutan(21):75;macaque(42):32;marmoset(64):82;guineapig(156):174;rat(156):208;mouse(156):208;rabbit(156):149;cow(169):146;sheep(169):146;pig(169):129;goat(169):196;dog(169):143;ferret(169):194;cat(169):191;horse(169):124;elephant(183):135;opossum(319):292;platypus(378):337,-0.023282712874560157,120,False
rab_gtpase,RAB8A,19,624,77,72,21,11,149,0.09090909090909091,0.004807692307692291,0.004807692307692291,61.07692307692308,chimp,4,0.05194805194805195,True,True,True,False,4.0,49.0,78.0,,49.0,72,77,chimp(8):4;gorilla(11):3;orangutan(21):117;macaque(42):8;marmoset(64):18;rat(156):47;mouse(156):49;cow(169):78;sheep(169):30;pig(169):78;goat(169):30;dog(169):103;ferret(169):26;cat(169):88;horse(169):67;elephant(183):49;opossum(319):72;platypus(378):77,-0.05000886420328951,121,False
glutathione_s_transferase,HPGDS,18,600,171,131,73,45,302,0.5789473684210527,0.0050000000000000044,0.0050000000000000044,87.0,chimp,5,0.029239766081871343,True,True,False,False,5.0,106.0,71.0,,,131,171,chimp(8):5;orangutan(21):10;macaque(42):15;marmoset(64):27;guineapig(156):82;rat(156):100;mouse(156):106;rabbit(156):83;cow(169):71;pig(169):65;goat(169):69;dog(169):64;panda(169):63;cat(169):62;horse(169):64;opossum(319):131;platypus(378):171,-0.07604573604398979,122,False
rho_gtpase,RHOJ,19,645,120,108,35,45,228,0.4166666666666667,0.009302325581395321,0.009302325581395321,67.15384615384616,chimp,1,0.008333333333333333,True,True,False,False,1.0,78.0,46.0,,,108,120,chimp(8):1;gorilla(11):4;orangutan(21):7;macaque(42):14;marmoset(64):15;rat(156):74;mouse(156):78;cow(169):46;sheep(169):51;pig(169):51;goat(169):50;dog(169):44;ferret(169):38;panda(169):39;cat(169):50;horse(169):124;opossum(319):108;platypus(378):120,-0.12043024242472616,123,False
adrenoceptor,ADRB3,20,1227,211,277,77,123,488,0.5071090047393365,0.08801955990220045,0.08801955990220045,181.78571428571428,chimp,12,0.05687203791469194,True,True,True,False,12.0,227.0,171.0,,191.0,277,211,chimp(8):12;gorilla(11):13;orangutan(21):21;macaque(42):113;marmoset(64):85;rat(156):220;mouse(156):227;rabbit(156):169;cow(169):171;sheep(169):155;pig(169):166;goat(169):161;dog(169):161;ferret(169):168;panda(169):148;horse(169):120;elephant(183):191;opossum(319):277;platypus(378):211,-0.14001086123566403,124,False
aldehyde_dehydrogenase,ALDH7A1,17,1620,296,288,96,95,584,0.3547297297297297,0.0018518518518518823,0.007407407407407418,193.85714285714286,chimp,35,0.11824324324324324,True,True,False,False,35.0,234.0,144.0,,,288,296,chimp(8):35;macaque(42):28;guineapig(156):196;rat(156):283;mouse(156):234;cow(169):144;sheep(169):175;pig(169):148;goat(169):152;bat(169):146;dog(169):181;panda(169):162;cat(169):178;horse(169):131;opossum(319):288;platypus(378):296,-0.14283728168933013,125,False
ras_gtpases,DIRAS1,19,597,55,69,10,21,124,0.4727272727272727,0.005025125628140725,0.005025125628140725,44.357142857142854,chimp,3,0.05454545454545454,True,True,True,False,3.0,59.0,42.0,,45.0,69,55,chimp(8):3;gorilla(11):3;orangutan(21):5;marmoset(64):16;rat(156):60;mouse(156):59;cow(169):42;sheep(169):40;pig(169):41;goat(169):41;dog(169):33;ferret(169):31;panda(169):34;cat(169):31;horse(169):40;elephant(183):45;opossum(319):69;platypus(378):55,-0.14390956941837638,126,False
arf_gtpase,ARL10,19,735,212,195,101,89,407,0.7122641509433962,0.03673469387755102,0.0897959183673469,96.46153846153847,chimp,6,0.02830188679245283,True,True,True,False,6.0,95.0,68.0,,92.0,195,212,chimp(8):6;gorilla(11):77;orangutan(21):10;macaque(42):30;marmoset(64):38;guineapig(156):67;rat(156):96;mouse(156):95;cow(169):68;sheep(169):77;pig(169):67;goat(169):74;dog(169):63;panda(169):98;horse(169):50;elephant(183):92;opossum(319):195;platypus(378):212,-0.15709246969445254,127,False
udp_glucuronosyltransferase,UGT8,18,1626,290,238,121,88,528,0.3448275862068966,0.0018450184501844769,0.0627306273062731,146.76923076923077,chimp,9,0.03103448275862069,True,True,False,False,9.0,162.0,119.0,,,238,290,chimp(8):9;orangutan(21):16;macaque(42):30;marmoset(64):44;guineapig(156):171;rat(156):161;mouse(156):162;cow(169):119;sheep(169):126;pig(169):109;goat(169):131;dog(169):92;panda(169):109;cat(169):83;horse(169):117;opossum(319):238;platypus(378):290,-0.16718565069209634,128,False
rab_gtpase,RAB40C,17,846,96,154,13,50,250,0.09375,0.0035460992907800915,0.0035460992907800915,95.08333333333333,gorilla,9,0.09375,True,True,True,False,,80.0,174.0,,83.0,154,96,gorilla(11):9;orangutan(21):9;macaque(42):18;marmoset(64):35;guineapig(156):79;mouse(156):80;cow(169):174;sheep(169):61;pig(169):68;goat(169):88;dog(169):65;panda(169):60;cat(169):133;elephant(183):83;opossum(319):154;platypus(378):96,-0.17800447965224633,129,False
ras_gtpases,RALA,17,621,82,171,17,79,253,0.024390243902439025,0.004830917874396157,0.004830917874396157,61.84615384615385,chimp,2,0.024390243902439025,True,True,False,False,2.0,45.0,50.0,,,171,82,chimp(8):2;orangutan(21):6;macaque(42):7;rat(156):39;mouse(156):45;rabbit(156):39;cow(169):50;sheep(169):48;pig(169):63;goat(169):47;bat(169):28;dog(169):27;cat(169):34;horse(169):131;opossum(319):171;platypus(378):82,-0.19108814850046624,130,False
ras_gtpases,NRAS,19,570,116,91,67,43,207,0.45689655172413796,0.015789473684210575,0.06315789473684208,41.714285714285715,chimp,1,0.008620689655172414,True,True,True,False,1.0,47.0,27.0,,29.0,91,116,chimp(8):1;orangutan(21):3;macaque(42):3;marmoset(64):55;guineapig(156):30;rat(156):62;mouse(156):47;cow(169):27;sheep(169):25;pig(169):23;goat(169):26;bat(169):28;dog(169):24;panda(169):27;horse(169):29;elephant(183):29;opossum(319):91;platypus(378):116,-0.2109343455159868,131,False
rab_gtpase,RAB27B,18,657,99,88,23,28,187,0.21212121212121213,0.004566210045662156,0.004566210045662156,65.84615384615384,chimp,1,0.010101010101010102,True,True,False,False,1.0,72.0,62.0,,,88,99,chimp(8):1;orangutan(21):5;macaque(42):10;marmoset(64):22;rat(156):78;mouse(156):72;cow(169):62;sheep(169):67;pig(169):60;goat(169):66;bat(169):54;dog(169):55;panda(169):52;cat(169):54;horse(169):49;opossum(319):88;platypus(378):99,-0.2169739183710071,132,False
adrenoceptor,ADRB1,15,1434,263,278,129,132,541,0.6653992395437263,0.05857740585774063,0.05857740585774063,154.7,chimp,10,0.03802281368821293,True,True,False,False,10.0,132.0,133.0,,,278,263,chimp(8):10;orangutan(21):23;macaque(42):33;marmoset(64):62;guineapig(156):176;rat(156):132;mouse(156):132;cow(169):133;pig(169):119;goat(169):125;cat(169):90;horse(169):99;opossum(319):278;platypus(378):263,-0.22033420191308362,133,False
ras_gtpases,RRAS,19,657,146,119,48,50,265,0.5684931506849316,0.0273972602739726,0.0273972602739726,88.57142857142857,chimp,1,0.00684931506849315,True,True,False,False,1.0,77.0,61.0,,,119,146,chimp(8):1;gorilla(11):7;macaque(42):14;marmoset(64):26;guineapig(156):58;rat(156):77;mouse(156):77;cow(169):61;sheep(169):58;pig(169):51;goat(169):59;dog(169):152;ferret(169):58;panda(169):59;cat(169):152;horse(169):113;opossum(319):119;platypus(378):146,-0.22356716123504572,134,False
hox,HOXB9,17,753,133,103,69,48,236,0.44360902255639095,0.01195219123505975,0.01195219123505975,48.416666666666664,chimp,2,0.015037593984962405,True,True,False,False,2.0,31.0,12.0,,,103,133,chimp(8):2;orangutan(21):2;macaque(42):6;marmoset(64):8;guineapig(156):49;rat(156):178;mouse(156):31;cow(169):12;sheep(169):15;pig(169):11;goat(169):13;dog(169):12;cat(169):12;horse(169):12;opossum(319):103;platypus(378):133,-0.2408198779518676,135,False
rab_gtpase,RAB7B,20,600,151,149,38,37,300,0.5231788079470199,0.020000000000000018,0.020000000000000018,104.0,chimp,5,0.033112582781456956,True,True,False,False,5.0,87.0,108.0,,,149,151,chimp(8):5;orangutan(21):10;macaque(42):16;marmoset(64):66;guineapig(156):87;rat(156):125;mouse(156):87;rabbit(156):166;cow(169):108;pig(169):69;goat(169):75;bat(169):75;dog(169):88;ferret(169):68;panda(169):138;cat(169):78;horse(169):96;opossum(319):149;platypus(378):151,-0.24449793729272795,136,False
rho_gtpase,RHOV,20,711,121,188,43,115,309,0.36363636363636365,0.00421940928270037,0.029535864978902926,67.06666666666666,chimp,4,0.03305785123966942,True,True,False,False,4.0,74.0,55.0,,,188,121,chimp(8):4;orangutan(21):6;macaque(42):15;marmoset(64):20;guineapig(156):66;rat(156):67;mouse(156):74;rabbit(156):52;cow(169):55;sheep(169):54;pig(169):50;goat(169):51;dog(169):48;ferret(169):50;panda(169):47;cat(169):42;horse(169):41;opossum(319):188;platypus(378):121,-0.3339852896599529,137,False
rab_gtpase,RAB22A,15,585,92,85,30,26,177,0.2826086956521739,0.00512820512820511,0.00512820512820511,65.0,chimp,1,0.010869565217391304,True,True,False,False,1.0,105.0,38.0,,,85,92,chimp(8):1;orangutan(21):4;marmoset(64):10;rat(156):65;mouse(156):105;cow(169):38;sheep(169):44;pig(169):101;goat(169):45;panda(169):46;cat(169):45;horse(169):49;opossum(319):85;platypus(378):92,-0.33494950747320207,138,False
rab_gtpase,RAB39B,19,642,188,78,135,28,266,0.6329787234042553,0.04205607476635509,0.04205607476635509,40.857142857142854,gorilla,0,0.0,True,True,False,False,,15.0,35.0,,,78,188,gorilla(11):0;orangutan(21):2;macaque(42):1;marmoset(64):5;guineapig(156):14;mouse(156):15;rabbit(156):19;cow(169):35;sheep(169):36;pig(169):37;goat(169):36;bat(169):20;dog(169):36;ferret(169):25;panda(169):15;cat(169):18;opossum(319):78;platypus(378):188,-0.3366717747311182,139,False
rab_gtpase,RAB18,17,621,71,63,29,24,134,0.11267605633802817,0.004830917874396157,0.009661835748792313,38.72727272727273,chimp,0,0.0,True,True,False,False,0.0,37.0,,,,63,71,chimp(8):0;gorilla(11):1;orangutan(21):16;macaque(42):14;marmoset(64):28;guineapig(156):27;rat(156):50;mouse(156):37;sheep(169):33;pig(169):23;goat(169):31;dog(169):30;cat(169):39;horse(169):22;opossum(319):63;platypus(378):71,-0.3599812813845343,140,False
globins,CYGB,18,573,96,74,40,30,170,0.375,0.005235602094240788,0.005235602094240788,52.53846153846154,chimp,2,0.020833333333333332,True,True,False,False,2.0,56.0,34.0,,,74,96,chimp(8):2;gorilla(11):74;orangutan(21):87;marmoset(64):20;guineapig(156):45;rat(156):51;mouse(156):56;rabbit(156):125;cow(169):34;sheep(169):28;goat(169):29;dog(169):28;ferret(169):36;panda(169):35;cat(169):46;opossum(319):74;platypus(378):96,-0.3660585173669601,141,False
rab_gtpase,RAB19,19,654,147,139,47,55,286,0.46258503401360546,0.04587155963302747,0.04587155963302747,94.66666666666667,orangutan,11,0.07482993197278912,True,True,False,True,,89.0,90.0,88.0,,139,147,orangutan(21):11;macaque(42):20;marmoset(64):32;guineapig(156):117;rat(156):91;mouse(156):89;cow(169):90;sheep(169):97;pig(169):82;goat(169):96;bat(169):69;dog(169):84;panda(169):75;cat(169):87;horse(169):69;armadillo(180):88;opossum(319):139;platypus(378):147,-0.3701179054538255,142,False
glutaredoxin,GLRX,15,321,105,84,38,29,189,0.6285714285714286,0.009345794392523366,0.009345794392523366,64.11111111111111,chimp,2,0.01904761904761905,True,True,False,False,2.0,40.0,,,,84,105,chimp(8):2;gorilla(11):1;orangutan(21):4;macaque(42):5;marmoset(64):17;guineapig(156):57;mouse(156):40;dog(169):78;ferret(169):44;panda(169):47;cat(169):37;horse(169):85;opossum(319):84;platypus(378):105,-0.42482098786979516,143,False
hox,HOXA10,18,1233,235,270,87,126,505,0.5659574468085107,0.058394160583941646,0.058394160583941646,127.64285714285714,gorilla,14,0.059574468085106386,True,True,False,False,,131.0,92.0,,,270,235,gorilla(11):14;macaque(42):46;marmoset(64):49;rat(156):121;mouse(156):131;rabbit(156):88;cow(169):92;sheep(169):94;pig(169):86;goat(169):95;dog(169):89;ferret(169):96;panda(169):97;cat(169):92;horse(169):201;opossum(319):270;platypus(378):235,-0.42936341423267993,144,False
rab_gtpase,RAB33B,17,690,117,94,54,45,211,0.39316239316239315,0.02608695652173909,0.0304347826086957,68.5,chimp,1,0.008547008547008548,True,True,False,False,1.0,86.0,50.0,,,94,117,chimp(8):1;orangutan(21):6;macaque(42):13;marmoset(64):30;guineapig(156):143;rat(156):86;mouse(156):86;cow(169):50;sheep(169):41;pig(169):32;goat(169):40;dog(169):48;panda(169):53;horse(169):32;opossum(319):94;platypus(378):117,-0.47418509741606624,145,False
hox,HOXA11,18,942,147,138,46,60,285,0.47619047619047616,0.006369426751592355,0.022292993630573243,69.78571428571429,orangutan,7,0.047619047619047616,True,True,False,False,,42.0,111.0,,,138,147,orangutan(21):7;macaque(42):12;marmoset(64):25;guineapig(156):29;rat(156):46;mouse(156):42;rabbit(156):46;cow(169):111;sheep(169):39;pig(169):34;goat(169):42;dog(169):129;panda(169):36;cat(169):37;horse(169):101;opossum(319):138;platypus(378):147,-0.49225232787435336,146,False
phosphodiesterase,PDE6G,17,264,41,47,17,14,88,0.1951219512195122,0.011363636363636354,0.011363636363636354,28.75,chimp,0,0.0,True,True,False,False,0.0,27.0,22.0,,,47,41,chimp(8):0;orangutan(21):2;macaque(42):7;marmoset(64):10;guineapig(156):25;rat(156):29;mouse(156):27;cow(169):22;sheep(169):22;pig(169):19;goat(169):22;dog(169):46;panda(169):21;horse(169):24;opossum(319):47;platypus(378):41,-0.5063114291887414,147,False
rho_gtpase,RHOU,17,777,177,132,79,55,309,0.519774011299435,0.0424710424710425,0.0424710424710425,95.45454545454545,chimp,5,0.02824858757062147,True,True,False,False,5.0,109.0,86.0,,,132,177,chimp(8):5;gorilla(11):15;orangutan(21):12;macaque(42):17;marmoset(64):24;rat(156):115;mouse(156):109;cow(169):86;sheep(169):82;pig(169):86;goat(169):83;dog(169):57;cat(169):63;horse(169):60;opossum(319):132;platypus(378):177,-0.524167434187109,148,False
ras_gtpases,RASL11B,17,747,164,129,54,50,293,0.5,0.052208835341365445,0.052208835341365445,99.27272727272727,chimp,3,0.018292682926829267,True,True,False,False,3.0,103.0,77.0,,,129,164,chimp(8):3;gorilla(11):3;orangutan(21):7;macaque(42):22;marmoset(64):159;mouse(156):103;rabbit(156):98;cow(169):77;sheep(169):85;pig(169):83;goat(169):85;dog(169):66;panda(169):138;cat(169):64;opossum(319):129;platypus(378):164,-0.5972939698163247,149,False
hox,HOXA13,15,1167,181,141,103,56,322,0.44751381215469616,0.010282776349614386,0.010282776349614386,94.81818181818181,orangutan,15,0.08287292817679558,True,True,False,False,,96.0,74.0,,,141,181,orangutan(21):15;macaque(42):8;marmoset(64):49;rat(156):104;mouse(156):96;cow(169):74;sheep(169):76;pig(169):73;goat(169):75;dog(169):65;cat(169):83;horse(169):75;opossum(319):141;platypus(378):181,-0.6342383673522322,150,False
hox,HOXD13,19,1032,188,204,56,62,392,0.3617021276595745,0.05813953488372092,0.05813953488372092,114.07142857142857,chimp,10,0.05319148936170213,True,True,False,False,10.0,130.0,110.0,,,204,188,chimp(8):10;orangutan(21):18;macaque(42):31;marmoset(64):49;rat(156):126;mouse(156):130;rabbit(156):35;cow(169):110;sheep(169):105;pig(169):95;goat(169):106;dog(169):99;ferret(169):107;panda(169):87;cat(169):100;horse(169):105;opossum(319):204;platypus(378):188,-0.6536160329368331,151,False
globins,NGB,18,456,127,104,77,39,231,0.6771653543307087,0.052631578947368474,0.052631578947368474,52.57142857142857,chimp,1,0.007874015748031496,True,True,False,False,1.0,52.0,75.0,,,104,127,chimp(8):1;orangutan(21):8;macaque(42):13;guineapig(156):41;rat(156):59;mouse(156):52;cow(169):75;sheep(169):28;pig(169):32;goat(169):33;bat(169):39;dog(169):40;ferret(169):38;panda(169):34;horse(169):34;opossum(319):104;platypus(378):127,-0.654583407448796,152,False
rab_gtpase,RAB10,18,603,94,45,50,9,139,0.43617021276595747,0.02985074626865669,0.02985074626865669,40.07142857142857,orangutan,1,0.010638297872340425,True,True,False,False,,28.0,19.0,,,45,94,orangutan(21):1;macaque(42):2;marmoset(64):12;guineapig(156):93;rat(156):28;mouse(156):28;cow(169):19;sheep(169):17;pig(169):46;goat(169):17;bat(169):19;dog(169):16;panda(169):20;cat(169):64;horse(169):55;opossum(319):45;platypus(378):94,-0.6569158407096539,153,False
arf_gtpase,ARL4C,19,606,35,38,20,17,73,0.17142857142857143,0.08910891089108908,0.08910891089108908,20.857142857142858,chimp,2,0.05714285714285714,True,True,True,True,2.0,26.0,17.0,11.0,11.0,38,35,chimp(8):2;gorilla(11):1;orangutan(21):13;marmoset(64):10;rat(156):25;mouse(156):26;rabbit(156):19;cow(169):17;sheep(169):17;goat(169):18;dog(169):20;ferret(169):12;panda(169):21;horse(169):22;armadillo(180):11;elephant(183):11;opossum(319):38;platypus(378):35,-0.7001224024522278,154,False
rab_gtpase,RAB2A,15,639,69,35,35,9,104,0.3333333333333333,0.028169014084507005,0.028169014084507005,43.1,chimp,0,0.0,True,True,False,False,0.0,51.0,25.0,,,35,69,chimp(8):0;orangutan(21):2;macaque(42):4;marmoset(64):36;rat(156):49;mouse(156):51;cow(169):25;sheep(169):52;pig(169):47;goat(169):29;panda(169):27;horse(169):47;opossum(319):35;platypus(378):69,-0.7158792608042488,155,False
hox,HOXD4,21,768,145,148,23,28,293,0.5517241379310345,0.0703125,0.07421875,84.33333333333333,chimp,2,0.013793103448275862,True,True,False,False,2.0,73.0,71.0,,,148,145,chimp(8):2;gorilla(11):5;orangutan(21):12;macaque(42):24;marmoset(64):40;guineapig(156):79;rat(156):71;mouse(156):73;cow(169):71;sheep(169):71;pig(169):70;goat(169):72;bat(169):72;dog(169):67;ferret(169):72;panda(169):66;cat(169):69;horse(169):119;opossum(319):148;platypus(378):145,-0.7193872765765582,156,False
